2025-02-23 12:50:51.318 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-23 12:50:51.375 | INFO     | __main__:<module>:68 - Project root: C:\Users\18165\Documents\44671_Streaming\buzzline-6-valenti
2025-02-23 12:50:51.376 | INFO     | __main__:<module>:72 - Data folder: C:\Users\18165\Documents\44671_Streaming\buzzline-6-valenti\data
2025-02-23 12:50:51.377 | INFO     | __main__:<module>:76 - Data file: C:\Users\18165\Documents\44671_Streaming\buzzline-6-valenti\data\simpsons.json
2025-02-23 12:50:51.378 | INFO     | __main__:main:136 - START producer.
2025-02-23 12:50:51.380 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-02-23 12:50:51.432 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-02-23 12:50:51.447 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-23 12:50:51.862 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1001, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'OtL8rtS9RzCkBMpeigGzlg', 'controller_id': 1001}
2025-02-23 12:50:51.864 | INFO     | __main__:get_kafka_topic:50 - Kafka topic: buzzline_json
2025-02-23 12:50:51.865 | INFO     | __main__:get_message_interval:57 - Message interval: 3 seconds
2025-02-23 12:50:51.866 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-23 12:50:51.867 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-02-23 12:50:51.982 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-02-23 12:50:51.983 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-23 12:50:52.354 | INFO     | utils.utils_producer:create_kafka_topic:176 - Creating 'buzzline_json'.
2025-02-23 12:50:53.529 | INFO     | utils.utils_producer:create_kafka_topic:181 - Topic 'buzzline_json' created successfully.
2025-02-23 12:50:53.531 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-02-23 12:50:53.532 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
2025-02-23 12:50:53.533 | INFO     | __main__:generate_messages:95 - Opening data file in read mode: C:\Users\18165\Documents\44671_Streaming\buzzline-6-valenti\data\simpsons.json
2025-02-23 12:50:53.556 | INFO     | __main__:generate_messages:97 - Reading data from file: C:\Users\18165\Documents\44671_Streaming\buzzline-6-valenti\data\simpsons.json
